,locationId,location,parameter,value,unit,country,city,isMobile,isAnalysis,entity,sensorType,date.utc,date.local,coordinates.latitude,coordinates.longitude
111,1938,Seattle-Beacon Hill,pm10,13.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 12:00:00+00:00,2024-03-21 05:00:00,47.568236000000006,-122.308628
112,1938,Seattle-Beacon Hill,pm10,10.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 11:00:00+00:00,2024-03-21 04:00:00,47.568236000000006,-122.308628
113,1938,Seattle-Beacon Hill,pm10,11.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 10:00:00+00:00,2024-03-21 03:00:00,47.568236000000006,-122.308628
114,1938,Seattle-Beacon Hill,pm10,10.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 09:00:00+00:00,2024-03-21 02:00:00,47.568236000000006,-122.308628
115,1938,Seattle-Beacon Hill,pm10,16.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 08:00:00+00:00,2024-03-21 01:00:00,47.568236000000006,-122.308628
116,1938,Seattle-Beacon Hill,pm10,17.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 07:00:00+00:00,2024-03-21 00:00:00,47.568236000000006,-122.308628
117,1938,Seattle-Beacon Hill,pm10,14.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 06:00:00+00:00,2024-03-20 23:00:00,47.568236000000006,-122.308628
118,1938,Seattle-Beacon Hill,pm10,18.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 04:00:00+00:00,2024-03-20 21:00:00,47.568236000000006,-122.308628
119,1938,Seattle-Beacon Hill,pm10,15.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-21 03:00:00+00:00,2024-03-20 20:00:00,47.568236000000006,-122.308628
120,1938,Seattle-Beacon Hill,pm10,12.0,µg/m³,US,,False,,Governmental Organization,reference grade,2024-03-20 21:00:00+00:00,2024-03-20 14:00:00,47.568236000000006,-122.308628
